gid,objeto,geom,fna,gna,nam,in1,tgl,cod_tgl,nam_prov,cod_prov,fdc,sag
1255,Gobierno local,MULTIPOINT(-62.8405016620221 -33.8824106849052),Municipio Pueblo Italiano,Municipio,Pueblo Italiano,141715,Municipio,MU,Córdoba,14,BAHRA,IGN
1256,Gobierno local,MULTIPOINT(-62.631328879724 -32.2135807389599),Municipio San Antonio de Litín,Municipio,San Antonio de Litín,141722,Municipio,MU,Córdoba,14,BAHRA,IGN
1257,Gobierno local,MULTIPOINT(-62.4842480038423 -32.6302358811809),Municipio San Marcos Sud,Municipio,San Marcos Sud,141729,Municipio,MU,Córdoba,14,BAHRA,IGN
1258,Gobierno local,MULTIPOINT(-63.0972816270454 -33.7460517521866),Municipio Viamonte,Municipio,Viamonte,141736,Municipio,MU,Córdoba,14,BAHRA,IGN
1259,Gobierno local,MULTIPOINT(-62.7271351303819 -32.7668376245567),Comuna Villa Los Patos,Comuna,Villa Los Patos,143246,Comuna,CO,Córdoba,14,BAHRA,IGN
1260,Gobierno local,MULTIPOINT(-62.7694161079669 -33.1716770015923),Municipio Wenceslao Escalante,Municipio,Wenceslao Escalante,141743,Municipio,MU,Córdoba,14,BAHRA,IGN
1261,Gobierno local,MULTIPOINT(-59.0452172890466 -28.50768321271),Municipio Bella Vista,Municipio,Bella Vista,180007,Municipio,MU,Corrientes,18,BAHRA,IGN
1262,Gobierno local,MULTIPOINT(-57.7304057030607 -27.3856062544251),Municipio San Antonio de Itatí,Municipio,San Antonio de Itatí,180014,Municipio,MU,Corrientes,18,BAHRA,IGN
1263,Gobierno local,MULTIPOINT(-58.8394728464946 -27.4633450136614),Municipio Corrientes,Municipio,Corrientes,180021,Municipio,MU,Corrientes,18,BAHRA,IGN
1264,Gobierno local,MULTIPOINT(-58.7431168330754 -27.5804349373225),Municipio Riachuelo,Municipio,Riachuelo,180028,Municipio,MU,Corrientes,18,BAHRA,IGN
1265,Gobierno local,MULTIPOINT(-57.8869168618237 -28.3932008625297),Municipio Concepción del Yaguareté Corá,Municipio,Concepción del Yaguareté Corá,180042,Municipio,MU,Corrientes,18,BAHRA,IGN
1266,Gobierno local,MULTIPOINT(-58.1227243750299 -28.2672789119922),Municipio Colonia Santa Rosa,Municipio,Colonia Santa Rosa,180035,Municipio,MU,Corrientes,18,BAHRA,IGN
1267,Gobierno local,MULTIPOINT(-58.2868656338419 -28.308135912942),Municipio Tabay,Municipio,Tabay,180049,Municipio,MU,Corrientes,18,BAHRA,IGN
1268,Gobierno local,MULTIPOINT(-58.3211361602056 -28.3759194199452),Municipio Tatacuá,Municipio,Tatacuá,180056,Municipio,MU,Corrientes,18,BAHRA,IGN
1269,Gobierno local,MULTIPOINT(-58.0498588054395 -29.7914512116041),Municipio Curuzú Cuatiá,Municipio,Curuzú Cuatiá,180063,Municipio,MU,Corrientes,18,BAHRA,IGN
1270,Gobierno local,MULTIPOINT(-58.608203653176 -29.3408478762285),Municipio Perugorría,Municipio,Perugorría,180070,Municipio,MU,Corrientes,18,BAHRA,IGN
1271,Gobierno local,MULTIPOINT(-59.5295187350016 -30.014607064964),Municipio Esquina,Municipio,Esquina,180084,Municipio,MU,Corrientes,18,BAHRA,IGN
1272,Gobierno local,MULTIPOINT(-59.3897582083746 -30.2201057335927),Municipio Pueblo Libertador,Municipio,Pueblo Libertador,180091,Municipio,MU,Corrientes,18,BAHRA,IGN
1273,Gobierno local,MULTIPOINT(-56.5534358402917 -29.0988393513549),Municipio Alvear,Municipio,Alvear,180098,Municipio,MU,Corrientes,18,BAHRA,IGN
1274,Gobierno local,MULTIPOINT(-56.469217051126 -28.8243613256146),Municipio Estación Torrent,Municipio,Estación Torrent,180105,Municipio,MU,Corrientes,18,BAHRA,IGN
1275,Gobierno local,MULTIPOINT(-57.3381268072063 -27.4258760160652),Municipio Itá Ibaté,Municipio,Itá Ibaté,180119,Municipio,MU,Corrientes,18,BAHRA,IGN
1276,Gobierno local,MULTIPOINT(-57.9198968961248 -27.7378846267741),Municipio Lomas de Vallejos,Municipio,Lomas de Vallejos,180126,Municipio,MU,Corrientes,18,BAHRA,IGN
1277,Gobierno local,MULTIPOINT(-57.6219981563898 -27.7521508448855),Municipio Caá Catí,Municipio,Caá Catí,180112,Municipio,MU,Corrientes,18,BAHRA,IGN
1278,Gobierno local,MULTIPOINT(-57.9009582062562 -27.9412672868557),Municipio Palmar Grande,Municipio,Palmar Grande,180133,Municipio,MU,Corrientes,18,BAHRA,IGN
1279,Gobierno local,MULTIPOINT(-59.1817933810597 -29.1502771333829),Municipio Carolina,Municipio,Carolina,180137,Municipio,MU,Corrientes,18,BAHRA,IGN
1280,Gobierno local,MULTIPOINT(-59.2598912566761 -29.1400763815197),Municipio Goya,Municipio,Goya,180140,Municipio,MU,Corrientes,18,BAHRA,IGN
1281,Gobierno local,MULTIPOINT(-58.2424212687265 -27.2692166598209),Municipio Itatí,Municipio,Itatí,180147,Municipio,MU,Corrientes,18,BAHRA,IGN
1282,Gobierno local,MULTIPOINT(-58.2996240360204 -27.3661839325424),Municipio Ramada Paso,Municipio,Ramada Paso,180154,Municipio,MU,Corrientes,18,BAHRA,IGN
1283,Gobierno local,MULTIPOINT(-55.8242391823923 -27.9133581896287),Municipio Colonia Liebig's,Municipio,Colonia Liebig's,180161,Municipio,MU,Corrientes,18,BAHRA,IGN
1284,Gobierno local,MULTIPOINT(-56.687045239746 -27.585100079605),Municipio Ituzaingó,Municipio,Ituzaingó,180168,Municipio,MU,Corrientes,18,BAHRA,IGN
1285,Gobierno local,MULTIPOINT(-56.7452355067132 -27.5082288351925),Municipio San Antonio,Municipio,San Antonio,180175,Municipio,MU,Corrientes,18,BAHRA,IGN
1286,Gobierno local,MULTIPOINT(-55.8984316809772 -27.7436223922596),Municipio San Carlos,Municipio,San Carlos,180182,Municipio,MU,Corrientes,18,BAHRA,IGN
1287,Gobierno local,MULTIPOINT(-56.9063054449403 -27.6331004315396),Municipio Villa Olivari,Municipio,Villa Olivari,180186,Municipio,MU,Corrientes,18,BAHRA,IGN
1288,Gobierno local,MULTIPOINT(-59.0060051400251 -28.836123823056),Municipio Cruz de los Milagros,Municipio,Cruz de los Milagros,180189,Municipio,MU,Corrientes,18,BAHRA,IGN
1289,Gobierno local,MULTIPOINT(-58.9361031063732 -28.9123387116622),Municipio Gobernador Martínez,Municipio,Gobernador Martínez,180196,Municipio,MU,Corrientes,18,BAHRA,IGN
1290,Gobierno local,MULTIPOINT(-59.1791542656568 -29.023331218361),Municipio Lavalle,Municipio,Lavalle,180203,Municipio,MU,Corrientes,18,BAHRA,IGN
1291,Gobierno local,MULTIPOINT(-59.1007625545482 -28.9898522482826),Municipio Santa Lucía,Municipio,Santa Lucía,180210,Municipio,MU,Corrientes,18,BAHRA,IGN
1292,Gobierno local,MULTIPOINT(-58.9122326863893 -29.0283125667715),Municipio Yatay Ti Calle,Municipio,Yatay Ti Calle,180217,Municipio,MU,Corrientes,18,BAHRA,IGN
1293,Gobierno local,MULTIPOINT(-58.230305669571 -28.0468575822116),Municipio Mburucuyá,Municipio,Mburucuyá,180224,Municipio,MU,Corrientes,18,BAHRA,IGN
1294,Gobierno local,MULTIPOINT(-58.3396305580038 -29.1068306263323),Municipio Felipe Yofré,Municipio,Felipe Yofré,180231,Municipio,MU,Corrientes,18,BAHRA,IGN
1295,Gobierno local,MULTIPOINT(-58.1922345560799 -29.3768720994678),Municipio Mariano I. Loza,Municipio,Mariano I. Loza,180238,Municipio,MU,Corrientes,18,BAHRA,IGN
1296,Gobierno local,MULTIPOINT(-58.0735317666777 -29.1846928085262),Municipio Mercedes,Municipio,Mercedes,180245,Municipio,MU,Corrientes,18,BAHRA,IGN
1297,Gobierno local,MULTIPOINT(-57.8217083170851 -30.0433033963346),Municipio Colonia Libertad,Municipio,Colonia Libertad,180252,Municipio,MU,Corrientes,18,BAHRA,IGN
1298,Gobierno local,MULTIPOINT(-57.8558925696863 -30.4193217438034),Municipio Juan Pujol,Municipio,Juan Pujol,180259,Municipio,MU,Corrientes,18,BAHRA,IGN
1299,Gobierno local,MULTIPOINT(-57.9753625743233 -30.6166771628207),Municipio Mocoretá,Municipio,Mocoretá,180266,Municipio,MU,Corrientes,18,BAHRA,IGN
1300,Gobierno local,MULTIPOINT(-57.6294817667701 -30.2494229596019),Municipio Monte Caseros,Municipio,Monte Caseros,180273,Municipio,MU,Corrientes,18,BAHRA,IGN
1301,Gobierno local,MULTIPOINT(-58.6823960240572 -27.0487509655845),Municipio Las Palmas,Municipio,Las Palmas,220056,Municipio,M2,Chaco,22,BAHRA,IGN
1302,Gobierno local,MULTIPOINT(-57.4278325391404 -29.8174715346835),Municipio Bonpland,Municipio,Bonpland,180280,Municipio,MU,Corrientes,18,BAHRA,IGN
1303,Gobierno local,MULTIPOINT(-57.5741688348238 -29.9060392797889),Municipio Parada Pucheta,Municipio,Parada Pucheta,180287,Municipio,MU,Corrientes,18,BAHRA,IGN
1304,Gobierno local,MULTIPOINT(-57.0854053989399 -29.7137148103901),Municipio Paso de los Libres,Municipio,Paso de los Libres,180294,Municipio,MU,Corrientes,18,BAHRA,IGN
1305,Gobierno local,MULTIPOINT(-56.9748504034233 -29.5068220837721),Municipio Tapebicuá,Municipio,Tapebicuá,180301,Municipio,MU,Corrientes,18,BAHRA,IGN
1306,Gobierno local,MULTIPOINT(-58.6237267466919 -28.2550670287204),Municipio Saladas,Municipio,Saladas,180308,Municipio,MU,Corrientes,18,BAHRA,IGN
1307,Gobierno local,MULTIPOINT(-58.7681324146791 -28.138098796822),Municipio San Lorenzo,Municipio,San Lorenzo,180315,Municipio,MU,Corrientes,18,BAHRA,IGN
1308,Gobierno local,MULTIPOINT(-58.6547603459132 -27.4553549986342),Municipio Santa Ana de los Guácaras,Municipio,Santa Ana de los Guácaras,180336,Municipio,MU,Corrientes,18,BAHRA,IGN
1886,Gobierno local,MULTIPOINT(-60.7449082066484 -31.0590191163391),Comuna Emilia,Comuna,Emilia,822987,Comuna,CO,Santa Fe,82,BAHRA,IGN
1309,Gobierno local,MULTIPOINT(-58.5725641482168 -27.3173742609134),Municipio Paso de la Patria,Municipio,Paso de la Patria,180322,Municipio,MU,Corrientes,18,BAHRA,IGN
1310,Gobierno local,MULTIPOINT(-58.5125134411423 -27.3703733640395),Municipio San Cosme,Municipio,San Cosme,180329,Municipio,MU,Corrientes,18,BAHRA,IGN
1311,Gobierno local,MULTIPOINT(-58.556147714945 -27.5076986551688),Municipio San Luis del Palmar,Municipio,San Luis del Palmar,180350,Municipio,MU,Corrientes,18,BAHRA,IGN
1598,Gobierno local,MULTIPOINT(-63.7168406932433 -35.7763229507435),Municipio Dorila,Municipio,Dorila,420116,Municipio,MU,La Pampa,42,BAHRA,IGN
1312,Gobierno local,MULTIPOINT(-57.1713500896349 -28.5372356878767),Municipio Colonia Carlos Pellegrini,Municipio,Colonia Carlos Pellegrini,180357,Municipio,MU,Corrientes,18,BAHRA,IGN
1313,Gobierno local,MULTIPOINT(-56.8297294875258 -29.3672572775013),Municipio Guaviraví,Municipio,Guaviraví,180364,Municipio,MU,Corrientes,18,BAHRA,IGN
1314,Gobierno local,MULTIPOINT(-56.6382949899218 -29.1786291269326),Municipio La Cruz,Municipio,La Cruz,180371,Municipio,MU,Corrientes,18,BAHRA,IGN
1315,Gobierno local,MULTIPOINT(-56.8150660496584 -29.4708978723389),Municipio Yapeyú,Municipio,Yapeyú,180378,Municipio,MU,Corrientes,18,BAHRA,IGN
1316,Gobierno local,MULTIPOINT(-57.2752518107225 -27.7684268022551),Municipio Loreto,Municipio,Loreto,180385,Municipio,MU,Corrientes,18,BAHRA,IGN
1317,Gobierno local,MULTIPOINT(-57.587311303274 -27.9983259261006),Municipio San Miguel,Municipio,San Miguel,180392,Municipio,MU,Corrientes,18,BAHRA,IGN
1318,Gobierno local,MULTIPOINT(-58.5717674621986 -28.9552557113819),Municipio Chavarría,Municipio,Chavarría,180413,Municipio,MU,Corrientes,18,BAHRA,IGN
1319,Gobierno local,MULTIPOINT(-58.4875853177082 -28.5237974396001),Municipio Colonia Pando,Municipio,Colonia Pando,180417,Municipio,MU,Corrientes,18,BAHRA,IGN
1320,Gobierno local,MULTIPOINT(-58.8300857175818 -28.8407771599379),Municipio 9 de Julio,Municipio,9 de Julio,180399,Municipio,MU,Corrientes,18,BAHRA,IGN
1321,Gobierno local,MULTIPOINT(-58.6541382201027 -28.7463402485036),Municipio Pedro R. Fernández,Municipio,Pedro R. Fernández,180406,Municipio,MU,Corrientes,18,BAHRA,IGN
1322,Gobierno local,MULTIPOINT(-58.7051349844919 -28.5693032322583),Municipio San Roque,Municipio,San Roque,180420,Municipio,MU,Corrientes,18,BAHRA,IGN
1323,Gobierno local,MULTIPOINT(-55.7844099941259 -28.2303186276025),Municipio Garaví,Municipio,Garaví,180441,Municipio,MU,Corrientes,18,BAHRA,IGN
1324,Gobierno local,MULTIPOINT(-55.6506443275736 -28.173741021331),Municipio Garruchos,Municipio,Garruchos,180427,Municipio,MU,Corrientes,18,BAHRA,IGN
1325,Gobierno local,MULTIPOINT(-56.0096324859504 -28.0468079828021),Municipio Gobernador Virasoro,Municipio,Gobernador Virasoro,180434,Municipio,MU,Corrientes,18,BAHRA,IGN
1326,Gobierno local,MULTIPOINT(-56.0348110768697 -28.5498158066541),Municipio Santo Tomé,Municipio,Santo Tomé,180448,Municipio,MU,Corrientes,18,BAHRA,IGN
1327,Gobierno local,MULTIPOINT(-58.7872807769862 -30.0855347169536),Municipio Sauce,Municipio,Sauce,180455,Municipio,MU,Corrientes,18,BAHRA,IGN
1328,Gobierno local,MULTIPOINT(-60.9461769607981 -26.6003305860876),Municipio Concepción del Bermejo,Municipio,Concepción del Bermejo,220007,Municipio,M2,Chaco,22,BAHRA,IGN
1329,Gobierno local,MULTIPOINT(-61.4128805781761 -26.4070680086816),Municipio Los Frentones,Municipio,Los Frentones,220014,Municipio,M3,Chaco,22,BAHRA,IGN
1330,Gobierno local,MULTIPOINT(-61.1765724474604 -26.5035583961031),Municipio Pampa del Infierno,Municipio,Pampa del Infierno,220021,Municipio,M2,Chaco,22,BAHRA,IGN
1331,Gobierno local,MULTIPOINT(-63.2648575469382 -25.6150351303669),Municipio Taco Pozo,Municipio,Taco Pozo,220028,Municipio,M2,Chaco,22,BAHRA,IGN
1332,Gobierno local,MULTIPOINT(-58.66197025932 -26.9379341576352),Municipio General Vedia,Municipio,General Vedia,220035,Municipio,M3,Chaco,22,BAHRA,IGN
1333,Gobierno local,MULTIPOINT(-58.6194294873809 -27.2914991171905),Municipio Isla del Cerrito,Municipio,Isla del Cerrito,220042,Municipio,M3,Chaco,22,BAHRA,IGN
1334,Gobierno local,MULTIPOINT(-58.7072486233253 -27.038148723085),Municipio La Leonesa,Municipio,La Leonesa,220049,Municipio,M2,Chaco,22,BAHRA,IGN
1335,Gobierno local,MULTIPOINT(-58.508769103911 -26.9291063233981),Municipio Puerto Bermejo,Municipio,Puerto Bermejo,220063,Municipio,M3,Chaco,22,BAHRA,IGN
1336,Gobierno local,MULTIPOINT(-58.6323972256514 -26.6637000136446),Municipio Puerto Eva Perón,Municipio,Puerto Eva Perón,220070,Municipio,M3,Chaco,22,BAHRA,IGN
1947,Gobierno local,MULTIPOINT(-60.785479908471 -32.8518641101405),Comuna Ibarlucea,Comuna,Ibarlucea,823414,Comuna,CO,Santa Fe,82,BAHRA,IGN
1337,Gobierno local,MULTIPOINT(-60.4412483253499 -26.790971775527),Municipio Presidencia Roque Sáenz Peña,Municipio,Presidencia Roque Sáenz Peña,220077,Municipio,M1,Chaco,22,BAHRA,IGN
1338,Gobierno local,MULTIPOINT(-61.1873479677345 -27.2179223025722),Municipio Charata,Municipio,Charata,220084,Municipio,M1,Chaco,22,BAHRA,IGN
1339,Gobierno local,MULTIPOINT(-61.6766967147815 -27.4874144464195),Municipio Gancedo,Municipio,Gancedo,220091,Municipio,M3,Chaco,22,BAHRA,IGN
1340,Gobierno local,MULTIPOINT(-61.4761415088236 -27.4225713528856),Municipio General Capdevila,Municipio,General Capdevila,220098,Municipio,M3,Chaco,22,BAHRA,IGN
1341,Gobierno local,MULTIPOINT(-61.2809982817453 -27.3253861555466),Municipio General Pinedo,Municipio,General Pinedo,220105,Municipio,M2,Chaco,22,BAHRA,IGN
1342,Gobierno local,MULTIPOINT(-61.3442358578985 -27.6100163823501),Municipio Hermoso Campo,Municipio,Hermoso Campo,220112,Municipio,M2,Chaco,22,BAHRA,IGN
1343,Gobierno local,MULTIPOINT(-61.4013993131277 -27.914644528622),Municipio Chorotis,Municipio,Chorotis,220119,Municipio,M3,Chaco,22,BAHRA,IGN
1344,Gobierno local,MULTIPOINT(-61.1360003688219 -27.8316109766652),Municipio Santa Sylvina,Municipio,Santa Sylvina,220126,Municipio,M2,Chaco,22,BAHRA,IGN
1345,Gobierno local,MULTIPOINT(-60.9703382682964 -26.9513065404644),Municipio Corzuela,Municipio,Corzuela,220133,Municipio,M2,Chaco,22,BAHRA,IGN
1346,Gobierno local,MULTIPOINT(-59.4463769415426 -27.1053486150465),Municipio La Escondida,Municipio,La Escondida,220140,Municipio,M2,Chaco,22,BAHRA,IGN
1347,Gobierno local,MULTIPOINT(-59.3761983070062 -27.1304179904978),Municipio La Verde,Municipio,La Verde,220154,Municipio,M3,Chaco,22,BAHRA,IGN
1348,Gobierno local,MULTIPOINT(-59.3854154415693 -27.1593324982961),Municipio Lapachito,Municipio,Lapachito,220147,Municipio,M3,Chaco,22,BAHRA,IGN
1349,Gobierno local,MULTIPOINT(-59.287086095247 -27.2057849209373),Municipio Makallé,Municipio,Makallé,220161,Municipio,M2,Chaco,22,BAHRA,IGN
1350,Gobierno local,MULTIPOINT(-60.2549292686708 -25.6427588341529),Municipio Villa Río Bermejito,Municipio,Villa Río Bermejito,220203,Municipio,M3,Chaco,22,BAHRA,IGN
1351,Gobierno local,MULTIPOINT(-61.6860505876645 -24.4284890436344),Municipio El Sauzalito,Municipio,El Sauzalito,220168,Municipio,M3,Chaco,22,BAHRA,IGN
1352,Gobierno local,MULTIPOINT(-61.8413720674669 -25.1605144174064),Municipio Fuerte Esperanza,Municipio,Fuerte Esperanza,220175,Municipio,M3,Chaco,22,BAHRA,IGN
1641,Gobierno local,MULTIPOINT(-68.7882090183315 -32.9846197822771),Municipio Maipú,Municipio,Maipú,500070,Municipio,MU,Mendoza,50,BAHRA,IGN
1353,Gobierno local,MULTIPOINT(-60.620067045158 -25.9465789296738),Municipio Juan José Castelli,Municipio,Juan José Castelli,220182,Municipio,M2,Chaco,22,BAHRA,IGN
1354,Gobierno local,MULTIPOINT(-60.9301874545873 -25.6494249778804),Municipio Miraflores,Municipio,Miraflores,220189,Municipio,M2,Chaco,22,BAHRA,IGN
1355,Gobierno local,MULTIPOINT(-61.4831451726116 -24.933074618299),Municipio Misión Nueva Pompeya,Municipio,Misión Nueva Pompeya,220196,Municipio,M3,Chaco,22,BAHRA,IGN
1356,Gobierno local,MULTIPOINT(-60.7280308348551 -26.6866516745351),Municipio Avia Terai,Municipio,Avia Terai,220210,Municipio,M2,Chaco,22,BAHRA,IGN
1357,Gobierno local,MULTIPOINT(-60.8390178664813 -26.8003104921355),Municipio Campo Largo,Municipio,Campo Largo,220217,Municipio,M2,Chaco,22,BAHRA,IGN
1358,Gobierno local,MULTIPOINT(-60.6167760570693 -26.7295871130548),Municipio Napenay,Municipio,Napenay,220224,Municipio,M3,Chaco,22,BAHRA,IGN
1359,Gobierno local,MULTIPOINT(-59.1514756925491 -27.2751918733063),Municipio Colonia Popular,Municipio,Colonia Popular,220231,Municipio,M3,Chaco,22,BAHRA,IGN
1360,Gobierno local,MULTIPOINT(-59.0892761678608 -27.3740411941458),Municipio Puerto Tirol,Municipio,Puerto Tirol,220245,Municipio,M2,Chaco,22,BAHRA,IGN
1361,Gobierno local,MULTIPOINT(-59.2330158033366 -27.2554304377645),Municipio Laguna Blanca,Municipio,Laguna Blanca,220238,Municipio,M3,Chaco,22,BAHRA,IGN
1362,Gobierno local,MULTIPOINT(-59.6300338026178 -26.5801424797916),Municipio Ciervo Petiso,Municipio,Ciervo Petiso,220252,Municipio,M3,Chaco,22,BAHRA,IGN
1363,Gobierno local,MULTIPOINT(-59.34132100536 -26.5363023601657),Municipio General San Martín,Municipio,General San Martín,220259,Municipio,M1,Chaco,22,BAHRA,IGN
1364,Gobierno local,MULTIPOINT(-59.0623206200005 -26.8364618120629),Municipio La Eduvigis,Municipio,La Eduvigis,220266,Municipio,M3,Chaco,22,BAHRA,IGN
1365,Gobierno local,MULTIPOINT(-59.6803568758691 -26.495839909784),Municipio Laguna Limpia,Municipio,Laguna Limpia,220273,Municipio,M3,Chaco,22,BAHRA,IGN
1366,Gobierno local,MULTIPOINT(-59.1240450760194 -26.7011493403697),Municipio Pampa Almirón,Municipio,Pampa Almirón,220280,Municipio,M3,Chaco,22,BAHRA,IGN
1367,Gobierno local,MULTIPOINT(-59.9427535810129 -26.0490250000037),Municipio Pampa del Indio,Municipio,Pampa del Indio,220287,Municipio,M2,Chaco,22,BAHRA,IGN
1368,Gobierno local,MULTIPOINT(-59.5950291803524 -26.1437153808601),Municipio Presidencia Roca,Municipio,Presidencia Roca,220294,Municipio,M3,Chaco,22,BAHRA,IGN
1369,Gobierno local,MULTIPOINT(-60.431261529396 -26.3403245622287),Municipio Tres Isletas,Municipio,Tres Isletas,220301,Municipio,M2,Chaco,22,BAHRA,IGN
1370,Gobierno local,MULTIPOINT(-60.9043422133224 -27.6822134076226),Municipio Coronel Du Graty,Municipio,Coronel Du Graty,220308,Municipio,M2,Chaco,22,BAHRA,IGN
1371,Gobierno local,MULTIPOINT(-60.5269673725462 -27.5566723946152),Municipio Enrique Urién,Municipio,Enrique Urién,220315,Municipio,M3,Chaco,22,BAHRA,IGN
1372,Gobierno local,MULTIPOINT(-60.7111256659167 -27.5768775556546),Municipio Villa Ángela,Municipio,Villa Ángela,220322,Municipio,M1,Chaco,22,BAHRA,IGN
1373,Gobierno local,MULTIPOINT(-61.0858228220656 -27.0864384534718),Municipio Las Breñas,Municipio,Las Breñas,220329,Municipio,M1,Chaco,22,BAHRA,IGN
1374,Gobierno local,MULTIPOINT(-60.6326696469866 -27.1773371118182),Municipio La Clotilde,Municipio,La Clotilde,220336,Municipio,M3,Chaco,22,BAHRA,IGN
1375,Gobierno local,MULTIPOINT(-60.5876582044625 -27.1142304454787),Municipio La Tigra,Municipio,La Tigra,220343,Municipio,M3,Chaco,22,BAHRA,IGN
1376,Gobierno local,MULTIPOINT(-60.7128491725512 -27.2867193176423),Municipio San Bernardo,Municipio,San Bernardo,220350,Municipio,M2,Chaco,22,BAHRA,IGN
1377,Gobierno local,MULTIPOINT(-59.8463772779889 -26.9986431351725),Municipio Presidencia de la Plaza,Municipio,Presidencia de la Plaza,220357,Municipio,M2,Chaco,22,BAHRA,IGN
1378,Gobierno local,MULTIPOINT(-58.9518959119667 -27.3294380995886),Municipio Colonia Benítez,Municipio,Colonia Benítez,220364,Municipio,M3,Chaco,22,BAHRA,IGN
1379,Gobierno local,MULTIPOINT(-58.9705547400092 -27.2590568298088),Municipio Margarita Belén,Municipio,Margarita Belén,220371,Municipio,M3,Chaco,22,BAHRA,IGN
1380,Gobierno local,MULTIPOINT(-60.2151995894894 -26.8707906792464),Municipio Quitilipi,Municipio,Quitilipi,220378,Municipio,M1,Chaco,22,BAHRA,IGN
1381,Gobierno local,MULTIPOINT(-58.930736264467 -27.4851060656923),Municipio Barranqueras,Municipio,Barranqueras,220385,Municipio,M1,Chaco,22,BAHRA,IGN
1382,Gobierno local,MULTIPOINT(-59.2814720306097 -27.8876043122891),Municipio Basail,Municipio,Basail,220392,Municipio,M3,Chaco,22,BAHRA,IGN
1383,Gobierno local,MULTIPOINT(-58.9824140125966 -27.4626246000452),Municipio Resistencia,Municipio,Resistencia,220413,Municipio,M1,Chaco,22,BAHRA,IGN
1384,Gobierno local,MULTIPOINT(-59.037391255502 -27.4202374035333),Municipio Fontana,Municipio,Fontana,220399,Municipio,M1,Chaco,22,BAHRA,IGN
1385,Gobierno local,MULTIPOINT(-58.9417159119597 -27.510839144411),Municipio Puerto Vilelas,Municipio,Puerto Vilelas,220406,Municipio,M2,Chaco,22,BAHRA,IGN
1386,Gobierno local,MULTIPOINT(-60.394025970622 -27.5191076767778),Municipio Samuhú,Municipio,Samuhú,220420,Municipio,M3,Chaco,22,BAHRA,IGN
1387,Gobierno local,MULTIPOINT(-60.4159744926287 -27.2853226965851),Municipio Villa Berthet,Municipio,Villa Berthet,220427,Municipio,M2,Chaco,22,BAHRA,IGN
1388,Gobierno local,MULTIPOINT(-59.557083235403 -26.80238780915),Municipio Capitán Solari,Municipio,Capitán Solari,220434,Municipio,M3,Chaco,22,BAHRA,IGN
1389,Gobierno local,MULTIPOINT(-59.5188114274054 -26.9316357889604),Municipio Colonia Elisa,Municipio,Colonia Elisa,220441,Municipio,M3,Chaco,22,BAHRA,IGN
1390,Gobierno local,MULTIPOINT(-59.6322100648426 -26.6983483793742),Municipio Colonias Unidas,Municipio,Colonias Unidas,220448,Municipio,M3,Chaco,22,BAHRA,IGN
1391,Gobierno local,MULTIPOINT(-59.799042317349 -26.6180677853),Municipio Las Garcitas,Municipio,Las Garcitas,220455,Municipio,M3,Chaco,22,BAHRA,IGN
1392,Gobierno local,MULTIPOINT(-59.8603507317009 -27.6523644223801),Municipio Charadai,Municipio,Charadai,220469,Municipio,M3,Chaco,22,BAHRA,IGN
1393,Gobierno local,MULTIPOINT(-59.5750500612113 -27.5314293672714),Municipio Cote Lai,Municipio,Cote Lai,220462,Municipio,M3,Chaco,22,BAHRA,IGN
1394,Gobierno local,MULTIPOINT(-60.0484194131254 -26.9261347619097),Municipio Machagai,Municipio,Machagai,220476,Municipio,M1,Chaco,22,BAHRA,IGN
1395,Gobierno local,MULTIPOINT(-58.448308581176 -31.8672898396543),Junta Arroyo Barú,Junta,Arroyo Barú,302007,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1396,Gobierno local,MULTIPOINT(-58.1422695020358 -32.2250500789979),Municipio Colón,Municipio,Colón,300007,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1397,Gobierno local,MULTIPOINT(-58.5077297628183 -31.9636306185582),Junta Hambis,Junta,Hambis,309010,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1398,Gobierno local,MULTIPOINT(-58.3394885064893 -32.0883131180559),Junta Hocker,Junta,Hocker,309015,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1399,Gobierno local,MULTIPOINT(-58.3924313336391 -31.9757522341782),Junta La Clarita,Junta,La Clarita,302035,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1400,Gobierno local,MULTIPOINT(-58.4907942687404 -32.0031495856848),Junta Pueblo Cazes,Junta,Pueblo Cazes,302042,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1401,Gobierno local,MULTIPOINT(-58.1920788915276 -32.1541902053137),Junta Pueblo Liebig,Junta,Pueblo Liebig,309030,Junta de Gobierno,JG1,Entre Ríos,30,BAHRA,IGN
1402,Gobierno local,MULTIPOINT(-58.2187989411182 -32.2077188328578),Municipio San José,Municipio,San José,300014,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1403,Gobierno local,MULTIPOINT(-58.3150653209078 -31.7951778227982),Municipio Ubajay,Municipio,Ubajay,300021,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1404,Gobierno local,MULTIPOINT(-58.4005315758715 -32.1632187430505),Municipio Villa Elisa,Municipio,Villa Elisa,300028,Municipio,MU,Entre Ríos,30,BAHRA,IGN
