gid,objeto,geom,fna,gna,nam,in1,tgl,cod_tgl,nam_prov,cod_prov,fdc,sag
694,Gobierno local,MULTIPOINT(-64.7252136969545 -27.7463197792344),Comisión Doña Luisa,Comisión,Doña Luisa,866462,Comisión Municipal,CMA,Santiago del Estero,86,BAHRA,IGN
695,Gobierno local,MULTIPOINT(-64.8489990777452 -27.8867170447558),Comisión Villa Guasayán,Comisión,Villa Guasayán,866476,Comisión Municipal,CMA,Santiago del Estero,86,BAHRA,IGN
696,Gobierno local,MULTIPOINT(-61.9965390518357 -27.951121762859),Comisión Pozo del Toba,Comisión,Pozo del Toba,866504,Comisión Municipal,CMA,Santiago del Estero,86,BAHRA,IGN
697,Gobierno local,MULTIPOINT(-64.4686762664965 -26.2828475790525),Comisión Quebracho Coto,Comisión,Quebracho Coto,866546,Comisión Municipal,CMA,Santiago del Estero,86,BAHRA,IGN
698,Gobierno local,MULTIPOINT(-64.1101792440768 -27.9187452150196),Comisión Villa Robles,Comisión,Villa Robles,866595,Comisión Municipal,CMA,Santiago del Estero,86,BAHRA,IGN
699,Gobierno local,MULTIPOINT(-63.4940669159554 -28.6276918635886),Comisión Sabagasta,Comisión,Sabagasta,866602,Comisión Municipal,CMA,Santiago del Estero,86,BAHRA,IGN
700,Gobierno local,MULTIPOINT(-64.1672113614152 -28.0066351986554),Comisión Manogasta,Comisión,Manogasta,866616,Comisión Municipal,CMA,Santiago del Estero,86,BAHRA,IGN
701,Gobierno local,MULTIPOINT(-62.7599903900444 -37.179483264541),Municipio Adolfo Alsina,Municipio,Adolfo Alsina,060007,Municipio,MU,Buenos Aires,06,BAHRA,IGN
702,Gobierno local,MULTIPOINT(-60.0993919272956 -38.0323707296254),Municipio Adolfo Gonzales Chaves,Municipio,Adolfo Gonzales Chaves,060014,Municipio,MU,Buenos Aires,06,BAHRA,IGN
703,Gobierno local,MULTIPOINT(-60.2802860161867 -35.0315746233701),Municipio Alberti,Municipio,Alberti,060021,Municipio,MU,Buenos Aires,06,BAHRA,IGN
704,Gobierno local,MULTIPOINT(-58.3884529298588 -34.7973726761081),Municipio Almirante Brown,Municipio,Almirante Brown,060028,Municipio,MU,Buenos Aires,06,BAHRA,IGN
705,Gobierno local,MULTIPOINT(-58.3627373528465 -34.6638295180178),Municipio Avellaneda,Municipio,Avellaneda,060035,Municipio,MU,Buenos Aires,06,BAHRA,IGN
706,Gobierno local,MULTIPOINT(-58.4883791744593 -37.1527609909269),Municipio Ayacucho,Municipio,Ayacucho,060042,Municipio,MU,Buenos Aires,06,BAHRA,IGN
707,Gobierno local,MULTIPOINT(-59.8634430460597 -36.7774470032766),Municipio Azul,Municipio,Azul,060049,Municipio,MU,Buenos Aires,06,BAHRA,IGN
708,Gobierno local,MULTIPOINT(-62.2727419997435 -38.7227702774263),Municipio Bahía Blanca,Municipio,Bahía Blanca,060056,Municipio,MU,Buenos Aires,06,BAHRA,IGN
709,Gobierno local,MULTIPOINT(-58.2554911690821 -37.8463826225599),Municipio Balcarce,Municipio,Balcarce,060063,Municipio,MU,Buenos Aires,06,BAHRA,IGN
710,Gobierno local,MULTIPOINT(-59.502227834447 -33.8070727746888),Municipio Baradero,Municipio,Baradero,060070,Municipio,MU,Buenos Aires,06,BAHRA,IGN
711,Gobierno local,MULTIPOINT(-60.1086915854482 -34.0675149076868),Municipio Arrecifes,Municipio,Arrecifes,060077,Municipio,MU,Buenos Aires,06,BAHRA,IGN
712,Gobierno local,MULTIPOINT(-59.8048051838122 -37.6742849779693),Municipio Benito Juárez,Municipio,Benito Juárez,060084,Municipio,MU,Buenos Aires,06,BAHRA,IGN
713,Gobierno local,MULTIPOINT(-58.2121691470884 -34.7630163220456),Municipio Berazategui,Municipio,Berazategui,060091,Municipio,MU,Buenos Aires,06,BAHRA,IGN
714,Gobierno local,MULTIPOINT(-57.8833253400923 -34.8702938013178),Municipio Berisso,Municipio,Berisso,060098,Municipio,MU,Buenos Aires,06,BAHRA,IGN
715,Gobierno local,MULTIPOINT(-61.1139170852053 -36.2298792676141),Municipio Bolívar,Municipio,Bolívar,060105,Municipio,MU,Buenos Aires,06,BAHRA,IGN
716,Gobierno local,MULTIPOINT(-60.4896499898551 -35.1155662797599),Municipio Bragado,Municipio,Bragado,060112,Municipio,MU,Buenos Aires,06,BAHRA,IGN
717,Gobierno local,MULTIPOINT(-58.237330232704 -35.167959424188),Municipio Brandsen,Municipio,Brandsen,060119,Municipio,MU,Buenos Aires,06,BAHRA,IGN
718,Gobierno local,MULTIPOINT(-58.9592077500376 -34.1632540248533),Municipio Campana,Municipio,Campana,060126,Municipio,MU,Buenos Aires,06,BAHRA,IGN
719,Gobierno local,MULTIPOINT(-58.7619911854448 -35.0538388361933),Municipio Cañuelas,Municipio,Cañuelas,060134,Municipio,MU,Buenos Aires,06,BAHRA,IGN
720,Gobierno local,MULTIPOINT(-59.7935986805346 -34.1712798490857),Municipio Capitán Sarmiento,Municipio,Capitán Sarmiento,060140,Municipio,MU,Buenos Aires,06,BAHRA,IGN
721,Gobierno local,MULTIPOINT(-61.3654951313952 -35.6224737492641),Municipio Carlos Casares,Municipio,Carlos Casares,060147,Municipio,MU,Buenos Aires,06,BAHRA,IGN
722,Gobierno local,MULTIPOINT(-62.4199534607836 -35.3914863099452),Municipio Carlos Tejedor,Municipio,Carlos Tejedor,060154,Municipio,MU,Buenos Aires,06,BAHRA,IGN
723,Gobierno local,MULTIPOINT(-59.8226965331185 -34.3766620788918),Municipio Carmen de Areco,Municipio,Carmen de Areco,060161,Municipio,MU,Buenos Aires,06,BAHRA,IGN
724,Gobierno local,MULTIPOINT(-57.8074789990565 -36.0909178515776),Municipio Castelli,Municipio,Castelli,060168,Municipio,MU,Buenos Aires,06,BAHRA,IGN
725,Gobierno local,MULTIPOINT(-61.0994163616757 -33.8971263967658),Municipio Colón,Municipio,Colón,060175,Municipio,MU,Buenos Aires,06,BAHRA,IGN
726,Gobierno local,MULTIPOINT(-62.0794804610544 -38.8781733536173),Municipio Coronel de Marina Leonardo Rosales,Municipio,Coronel de Marina Leonardo Rosales,060182,Municipio,MU,Buenos Aires,06,BAHRA,IGN
727,Gobierno local,MULTIPOINT(-61.2883602471277 -38.7187998749142),Municipio Coronel Dorrego,Municipio,Coronel Dorrego,060189,Municipio,MU,Buenos Aires,06,BAHRA,IGN
728,Gobierno local,MULTIPOINT(-61.3503974315961 -37.9856677756473),Municipio Coronel Pringles,Municipio,Coronel Pringles,060196,Municipio,MU,Buenos Aires,06,BAHRA,IGN
729,Gobierno local,MULTIPOINT(-61.9328938309854 -37.458528918175),Municipio Coronel Suárez,Municipio,Coronel Suárez,060203,Municipio,MU,Buenos Aires,06,BAHRA,IGN
730,Gobierno local,MULTIPOINT(-60.4712365319403 -34.6420259874093),Municipio Chacabuco,Municipio,Chacabuco,060210,Municipio,MU,Buenos Aires,06,BAHRA,IGN
731,Gobierno local,MULTIPOINT(-58.0112814410856 -35.5742063886139),Municipio Chascomús,Municipio,Chascomús,060218,Municipio,MU,Buenos Aires,06,BAHRA,IGN
732,Gobierno local,MULTIPOINT(-57.8969843395556 -35.8728655653935),Municipio Lezama,Municipio,Lezama,060466,Municipio,MU,Buenos Aires,06,BAHRA,IGN
733,Gobierno local,MULTIPOINT(-60.0190913736679 -34.8968958292791),Municipio Chivilcoy,Municipio,Chivilcoy,060224,Municipio,MU,Buenos Aires,06,BAHRA,IGN
734,Gobierno local,MULTIPOINT(-61.7475424061571 -36.5996329368106),Municipio Daireaux,Municipio,Daireaux,060231,Municipio,MU,Buenos Aires,06,BAHRA,IGN
735,Gobierno local,MULTIPOINT(-57.6754615552065 -36.3153891837638),Municipio Dolores,Municipio,Dolores,060238,Municipio,MU,Buenos Aires,06,BAHRA,IGN
736,Gobierno local,MULTIPOINT(-57.9089420564307 -34.862418018177),Municipio Ensenada,Municipio,Ensenada,060245,Municipio,MU,Buenos Aires,06,BAHRA,IGN
737,Gobierno local,MULTIPOINT(-58.7944154648018 -34.3460457336237),Municipio Escobar,Municipio,Escobar,060252,Municipio,MU,Buenos Aires,06,BAHRA,IGN
738,Gobierno local,MULTIPOINT(-58.468264228911 -34.8163558068749),Municipio Esteban Echeverría,Municipio,Esteban Echeverría,060260,Municipio,MU,Buenos Aires,06,BAHRA,IGN
739,Gobierno local,MULTIPOINT(-59.0992709812707 -34.2941400469256),Municipio Exaltación de la Cruz,Municipio,Exaltación de la Cruz,060266,Municipio,MU,Buenos Aires,06,BAHRA,IGN
740,Gobierno local,MULTIPOINT(-58.5232011228335 -34.8527621790313),Municipio Ezeiza,Municipio,Ezeiza,060270,Municipio,MU,Buenos Aires,06,BAHRA,IGN
741,Gobierno local,MULTIPOINT(-58.2792527719978 -34.8044367905254),Municipio Florencio Varela,Municipio,Florencio Varela,060274,Municipio,MU,Buenos Aires,06,BAHRA,IGN
742,Gobierno local,MULTIPOINT(-62.4671568416149 -34.8453724218997),Municipio Florentino Ameghino,Municipio,Florentino Ameghino,060277,Municipio,MU,Buenos Aires,06,BAHRA,IGN
743,Gobierno local,MULTIPOINT(-57.845029450049 -38.2670059243839),Municipio General Alvarado,Municipio,General Alvarado,060280,Municipio,MU,Buenos Aires,06,BAHRA,IGN
744,Gobierno local,MULTIPOINT(-60.014505384316 -36.0217418765863),Municipio General Alvear,Municipio,General Alvear,060287,Municipio,MU,Buenos Aires,06,BAHRA,IGN
745,Gobierno local,MULTIPOINT(-61.3070338888029 -34.3033240028004),Municipio General Arenales,Municipio,General Arenales,060294,Municipio,MU,Buenos Aires,06,BAHRA,IGN
746,Gobierno local,MULTIPOINT(-58.4971632728667 -35.7656761989974),Municipio General Belgrano,Municipio,General Belgrano,060301,Municipio,MU,Buenos Aires,06,BAHRA,IGN
747,Gobierno local,MULTIPOINT(-57.79050239427 -36.6431665881674),Municipio General Guido,Municipio,General Guido,060308,Municipio,MU,Buenos Aires,06,BAHRA,IGN
748,Gobierno local,MULTIPOINT(-57.1358377703967 -37.0019581916172),Municipio General Juan Madariaga,Municipio,General Juan Madariaga,060315,Municipio,MU,Buenos Aires,06,BAHRA,IGN
749,Gobierno local,MULTIPOINT(-61.2621992089263 -37.2496672842178),Municipio General La Madrid,Municipio,General La Madrid,060322,Municipio,MU,Buenos Aires,06,BAHRA,IGN
750,Gobierno local,MULTIPOINT(-58.9467069523639 -34.9269092951278),Municipio General Las Heras,Municipio,General Las Heras,060329,Municipio,MU,Buenos Aires,06,BAHRA,IGN
751,Gobierno local,MULTIPOINT(-56.9433578441891 -36.4080860931986),Municipio General Lavalle,Municipio,General Lavalle,060336,Municipio,MU,Buenos Aires,06,BAHRA,IGN
752,Gobierno local,MULTIPOINT(-58.3188155127257 -35.5164055811526),Municipio General Paz,Municipio,General Paz,060343,Municipio,MU,Buenos Aires,06,BAHRA,IGN
753,Gobierno local,MULTIPOINT(-61.8916280746759 -34.76433157784),Municipio General Pinto,Municipio,General Pinto,060351,Municipio,MU,Buenos Aires,06,BAHRA,IGN
754,Gobierno local,MULTIPOINT(-57.5438377446162 -38.0064494389904),Municipio General Pueyrredón,Municipio,General Pueyrredón,060357,Municipio,MU,Buenos Aires,06,BAHRA,IGN
755,Gobierno local,MULTIPOINT(-58.9521606355049 -34.6064310690385),Municipio General Rodríguez,Municipio,General Rodríguez,060364,Municipio,MU,Buenos Aires,06,BAHRA,IGN
756,Gobierno local,MULTIPOINT(-58.538656474017 -34.5779100955744),Municipio General San Martín,Municipio,General San Martín,060371,Municipio,MU,Buenos Aires,06,BAHRA,IGN
757,Gobierno local,MULTIPOINT(-61.038740007945 -34.99997082969),Municipio General Viamonte,Municipio,General Viamonte,060385,Municipio,MU,Buenos Aires,06,BAHRA,IGN
1624,Gobierno local,MULTIPOINT(-64.3563635136652 -35.6390821338334),Municipio Arata,Municipio,Arata,420035,Municipio,MU,La Pampa,42,BAHRA,IGN
758,Gobierno local,MULTIPOINT(-63.0150256478154 -35.0326342648594),Municipio General Villegas,Municipio,General Villegas,060392,Municipio,MU,Buenos Aires,06,BAHRA,IGN
759,Gobierno local,MULTIPOINT(-62.4222497384346 -37.010920943047),Municipio Guaminí,Municipio,Guaminí,060399,Municipio,MU,Buenos Aires,06,BAHRA,IGN
760,Gobierno local,MULTIPOINT(-61.7185623854457 -36.2981771238751),Municipio Hipólito Yrigoyen,Municipio,Hipólito Yrigoyen,060406,Municipio,MU,Buenos Aires,06,BAHRA,IGN
761,Gobierno local,MULTIPOINT(-58.6374410256827 -34.5898718836804),Municipio Hurlingham,Municipio,Hurlingham,060408,Municipio,MU,Buenos Aires,06,BAHRA,IGN
762,Gobierno local,MULTIPOINT(-58.6717219563032 -34.6506041257798),Municipio Ituzaingó,Municipio,Ituzaingó,060410,Municipio,MU,Buenos Aires,06,BAHRA,IGN
763,Gobierno local,MULTIPOINT(-58.7519435026904 -34.5231938431213),Municipio José C. Paz,Municipio,José C. Paz,060412,Municipio,MU,Buenos Aires,06,BAHRA,IGN
764,Gobierno local,MULTIPOINT(-60.9464309698134 -34.5939417440162),Municipio Junín,Municipio,Junín,060413,Municipio,MU,Buenos Aires,06,BAHRA,IGN
765,Gobierno local,MULTIPOINT(-56.6908898289024 -36.5738770090167),Municipio La Costa,Municipio,La Costa,060420,Municipio,MU,Buenos Aires,06,BAHRA,IGN
766,Gobierno local,MULTIPOINT(-58.5637386018549 -34.6811417569864),Municipio La Matanza,Municipio,La Matanza,060427,Municipio,MU,Buenos Aires,06,BAHRA,IGN
767,Gobierno local,MULTIPOINT(-58.4005603047142 -34.7037709461722),Municipio Lanús,Municipio,Lanús,060434,Municipio,MU,Buenos Aires,06,BAHRA,IGN
768,Gobierno local,MULTIPOINT(-58.0300203348705 -34.9408890719731),Municipio La Plata,Municipio,La Plata,060441,Municipio,MU,Buenos Aires,06,BAHRA,IGN
769,Gobierno local,MULTIPOINT(-60.8010273268496 -37.5442260048262),Municipio Laprida,Municipio,Laprida,060448,Municipio,MU,Buenos Aires,06,BAHRA,IGN
770,Gobierno local,MULTIPOINT(-59.0998639762415 -36.0142687585963),Municipio Las Flores,Municipio,Las Flores,060455,Municipio,MU,Buenos Aires,06,BAHRA,IGN
771,Gobierno local,MULTIPOINT(-61.5423105969564 -34.4979071779738),Municipio Leandro N. Alem,Municipio,Leandro N. Alem,060462,Municipio,MU,Buenos Aires,06,BAHRA,IGN
772,Gobierno local,MULTIPOINT(-61.5294113015902 -34.8681769069387),Municipio Lincoln,Municipio,Lincoln,060469,Municipio,MU,Buenos Aires,06,BAHRA,IGN
773,Gobierno local,MULTIPOINT(-58.7818467925954 -38.1633849365655),Municipio Lobería,Municipio,Lobería,060476,Municipio,MU,Buenos Aires,06,BAHRA,IGN
774,Gobierno local,MULTIPOINT(-59.0978341614174 -35.1854255524473),Municipio Lobos,Municipio,Lobos,060483,Municipio,MU,Buenos Aires,06,BAHRA,IGN
775,Gobierno local,MULTIPOINT(-58.3994691320947 -34.7596127829036),Municipio Lomas de Zamora,Municipio,Lomas de Zamora,060490,Municipio,MU,Buenos Aires,06,BAHRA,IGN
776,Gobierno local,MULTIPOINT(-59.1211183187554 -34.5633574146129),Municipio Luján,Municipio,Luján,060497,Municipio,MU,Buenos Aires,06,BAHRA,IGN
777,Gobierno local,MULTIPOINT(-57.5176018747267 -35.0807393716246),Municipio Magdalena,Municipio,Magdalena,060505,Municipio,MU,Buenos Aires,06,BAHRA,IGN
778,Gobierno local,MULTIPOINT(-57.8831233046967 -36.862958717171),Municipio Maipú,Municipio,Maipú,060511,Municipio,MU,Buenos Aires,06,BAHRA,IGN
779,Gobierno local,MULTIPOINT(-58.6949943496095 -34.5020886360816),Municipio Malvinas Argentinas,Municipio,Malvinas Argentinas,060515,Municipio,MU,Buenos Aires,06,BAHRA,IGN
780,Gobierno local,MULTIPOINT(-57.7293917660172 -37.4465162041595),Municipio Mar Chiquita,Municipio,Mar Chiquita,060518,Municipio,MU,Buenos Aires,06,BAHRA,IGN
781,Gobierno local,MULTIPOINT(-58.8353369561356 -34.7843157277886),Municipio Marcos Paz,Municipio,Marcos Paz,060525,Municipio,MU,Buenos Aires,06,BAHRA,IGN
782,Gobierno local,MULTIPOINT(-59.4313874409776 -34.6507332135669),Municipio Mercedes,Municipio,Mercedes,060532,Municipio,MU,Buenos Aires,06,BAHRA,IGN
783,Gobierno local,MULTIPOINT(-58.7279481147137 -34.6649832276938),Municipio Merlo,Municipio,Merlo,060539,Municipio,MU,Buenos Aires,06,BAHRA,IGN
784,Gobierno local,MULTIPOINT(-58.8034514462272 -35.4410438883647),Municipio Monte,Municipio,Monte,060547,Municipio,MU,Buenos Aires,06,BAHRA,IGN
785,Gobierno local,MULTIPOINT(-61.2909287459648 -38.9866632503087),Municipio Monte Hermoso,Municipio,Monte Hermoso,060553,Municipio,MU,Buenos Aires,06,BAHRA,IGN
786,Gobierno local,MULTIPOINT(-58.7900019150563 -34.6512923274789),Municipio Moreno,Municipio,Moreno,060560,Municipio,MU,Buenos Aires,06,BAHRA,IGN
787,Gobierno local,MULTIPOINT(-58.6218615473725 -34.64745733229),Municipio Morón,Municipio,Morón,060568,Municipio,MU,Buenos Aires,06,BAHRA,IGN
788,Gobierno local,MULTIPOINT(-59.278283983419 -35.0059067203188),Municipio Navarro,Municipio,Navarro,060574,Municipio,MU,Buenos Aires,06,BAHRA,IGN
789,Gobierno local,MULTIPOINT(-58.726242013558 -38.5712233385862),Municipio Necochea,Municipio,Necochea,060581,Municipio,MU,Buenos Aires,06,BAHRA,IGN
790,Gobierno local,MULTIPOINT(-60.8846274849704 -35.4439352797893),Municipio 9 de Julio,Municipio,9 de Julio,060588,Municipio,MU,Buenos Aires,06,BAHRA,IGN
791,Gobierno local,MULTIPOINT(-60.3231937151178 -36.8938423238641),Municipio Olavarría,Municipio,Olavarría,060595,Municipio,MU,Buenos Aires,06,BAHRA,IGN
792,Gobierno local,MULTIPOINT(-62.9836021861919 -40.8025151530518),Municipio Patagones,Municipio,Patagones,060602,Municipio,MU,Buenos Aires,06,BAHRA,IGN
793,Gobierno local,MULTIPOINT(-61.8989682126129 -35.8108053330996),Municipio Pehuajó,Municipio,Pehuajó,060609,Municipio,MU,Buenos Aires,06,BAHRA,IGN
794,Gobierno local,MULTIPOINT(-63.1647218996958 -36.2679141878894),Municipio Pellegrini,Municipio,Pellegrini,060616,Municipio,MU,Buenos Aires,06,BAHRA,IGN
795,Gobierno local,MULTIPOINT(-60.5745861942974 -33.89110914627),Municipio Pergamino,Municipio,Pergamino,060623,Municipio,MU,Buenos Aires,06,BAHRA,IGN
796,Gobierno local,MULTIPOINT(-58.1410676867243 -36.0041852531469),Municipio Pila,Municipio,Pila,060630,Municipio,MU,Buenos Aires,06,BAHRA,IGN
797,Gobierno local,MULTIPOINT(-58.9139679120894 -34.4586965254243),Municipio Pilar,Municipio,Pilar,060638,Municipio,MU,Buenos Aires,06,BAHRA,IGN
798,Gobierno local,MULTIPOINT(-56.8580775492395 -37.1138217780526),Municipio Pinamar,Municipio,Pinamar,060644,Municipio,MU,Buenos Aires,06,BAHRA,IGN
799,Gobierno local,MULTIPOINT(-58.3821570397156 -34.9179865320528),Municipio Presidente Perón,Municipio,Presidente Perón,060648,Municipio,MU,Buenos Aires,06,BAHRA,IGN
800,Gobierno local,MULTIPOINT(-62.7683364682534 -37.5480950159722),Municipio Puán,Municipio,Puán,060651,Municipio,MU,Buenos Aires,06,BAHRA,IGN
801,Gobierno local,MULTIPOINT(-57.338171581753 -35.3874096777144),Municipio Punta Indio,Municipio,Punta Indio,060655,Municipio,MU,Buenos Aires,06,BAHRA,IGN
802,Gobierno local,MULTIPOINT(-58.2543469769314 -34.7200676329149),Municipio Quilmes,Municipio,Quilmes,060658,Municipio,MU,Buenos Aires,06,BAHRA,IGN
803,Gobierno local,MULTIPOINT(-60.0044384245936 -33.4852021201817),Municipio Ramallo,Municipio,Ramallo,060665,Municipio,MU,Buenos Aires,06,BAHRA,IGN
804,Gobierno local,MULTIPOINT(-59.0882891430295 -36.7744147069731),Municipio Rauch,Municipio,Rauch,060672,Municipio,MU,Buenos Aires,06,BAHRA,IGN
805,Gobierno local,MULTIPOINT(-62.9758916831546 -35.4891640479824),Municipio Rivadavia,Municipio,Rivadavia,060679,Municipio,MU,Buenos Aires,06,BAHRA,IGN
806,Gobierno local,MULTIPOINT(-60.7337006961302 -34.1977424299691),Municipio Rojas,Municipio,Rojas,060686,Municipio,MU,Buenos Aires,06,BAHRA,IGN
807,Gobierno local,MULTIPOINT(-59.3348321512827 -35.4005763100486),Municipio Roque Pérez,Municipio,Roque Pérez,060693,Municipio,MU,Buenos Aires,06,BAHRA,IGN
808,Gobierno local,MULTIPOINT(-59.6630158154275 -33.6759480338746),Municipio San Pedro,Municipio,San Pedro,060770,Municipio,MU,Buenos Aires,06,BAHRA,IGN
809,Gobierno local,MULTIPOINT(-62.4083614846947 -37.6025487131525),Municipio Saavedra,Municipio,Saavedra,060700,Municipio,MU,Buenos Aires,06,BAHRA,IGN
810,Gobierno local,MULTIPOINT(-59.7793770328238 -35.6388389850311),Municipio Saladillo,Municipio,Saladillo,060707,Municipio,MU,Buenos Aires,06,BAHRA,IGN
811,Gobierno local,MULTIPOINT(-60.2545024881993 -34.2917463151403),Municipio Salto,Municipio,Salto,060714,Municipio,MU,Buenos Aires,06,BAHRA,IGN
812,Gobierno local,MULTIPOINT(-62.9591311422884 -36.7515133838356),Municipio Salliqueló,Municipio,Salliqueló,060721,Municipio,MU,Buenos Aires,06,BAHRA,IGN
813,Gobierno local,MULTIPOINT(-59.4475191785672 -34.4423774221802),Municipio San Andrés de Giles,Municipio,San Andrés de Giles,060728,Municipio,MU,Buenos Aires,06,BAHRA,IGN
814,Gobierno local,MULTIPOINT(-59.4736523440804 -34.2436381380896),Municipio San Antonio de Areco,Municipio,San Antonio de Areco,060735,Municipio,MU,Buenos Aires,06,BAHRA,IGN
815,Gobierno local,MULTIPOINT(-59.6067598768668 -38.3457892506734),Municipio San Cayetano,Municipio,San Cayetano,060742,Municipio,MU,Buenos Aires,06,BAHRA,IGN
816,Gobierno local,MULTIPOINT(-58.5581489421199 -34.4406044816115),Municipio San Fernando,Municipio,San Fernando,060749,Municipio,MU,Buenos Aires,06,BAHRA,IGN
817,Gobierno local,MULTIPOINT(-58.5096898127346 -34.4664285222585),Municipio San Isidro,Municipio,San Isidro,060756,Municipio,MU,Buenos Aires,06,BAHRA,IGN
818,Gobierno local,MULTIPOINT(-58.7119689875787 -34.5430416027877),Municipio San Miguel,Municipio,San Miguel,060760,Municipio,MU,Buenos Aires,06,BAHRA,IGN
819,Gobierno local,MULTIPOINT(-60.2218965170106 -33.3388220104274),Municipio San Nicolás,Municipio,San Nicolás,060763,Municipio,MU,Buenos Aires,06,BAHRA,IGN
820,Gobierno local,MULTIPOINT(-58.4224036114375 -35.0259018141174),Municipio San Vicente,Municipio,San Vicente,060778,Municipio,MU,Buenos Aires,06,BAHRA,IGN
821,Gobierno local,MULTIPOINT(-59.6868293550907 -34.7688145912203),Municipio Suipacha,Municipio,Suipacha,060784,Municipio,MU,Buenos Aires,06,BAHRA,IGN
